0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
1797,1236,302,328,318,1241,443,1775,243,1454,2418,726,1548,2714,24,469,285,2481,573,218,602,469,2247,1454,209,726,345,2714,2601,469,133,2714,2209,1160,942,469,711,271,2196,2171,1235,1454,209,1004,1496,1660,581,328,916,726,1548,2714,572,2209,328,318,1910,2641,2385,2171,1873,992,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,1241,726,345,2714,1627,1437,1236,179,749,469,1483,224,2209,361,1961,469,1585,2808,2209,1351,1116,443,1387,786,318,2209,2121,610,2056,2165,469,170,2040,1454,2209,451,18,318,1836,2171,429,2825,567,1548,2714,963,2209,1041,1116,318,866,1775,931,1345,2209,2783,318,1026,761,2209,60,318,1026,2456,1454,2209,101,318,1026,2557,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,1264,2315,610,218,1241,726,2209,1328,298,610,1231,1024,2714,1236,2050,388,2209,1290,1454,101,318,2209,2684,469,573,581,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,749,1548,610,509,2209,1471,1392,1749,581,1931,1231,1627,1437,1236,107,1706,2714,2827,2714,1236,1044,2658,2824,469,2209,1757,179,2295,2070,210,224,2209,1281,2828,318,230,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,2507,318,1708,211,2056,534,1286,1511,2227,2507,318,1394,1708,2724,2056,2383,1086,443,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,558,443,1234,1708,2056,655,789,514,2209,588,2298,2314,2454,2498,1234,1708,21,2215,1333,1454,589,2209,1038,318,1044,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2386,143,1079,1742,2171,2071,2296,2714,1025,726,561,2714,1747,1438,1084,1454,2714,2408,2530,1739,1236,2562,636,2473,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,2209,1228,791,2209,996,2498,2209,2222,132,2579,760,2171,2209,1757,179,21,2038,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,130,2099,610,512,469,1352,974,2280,1599,1454,677,610,1236,1301,469,2209,1757,179,2295,2579,1316,2073,853,1231,549,426,2541,1346,443,1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1191,1130,2611,2553,1950,1454,1130,602,1454,420,2385,1496,2714,572,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2454,2734,2171,925,2209,1878,2070,318,1862,1757,1454,2617,2534,2715,791,2171,581,2804,21,500,21,1286,1352,2002,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,1331,2714,2209,760,2171,1708,2209,2466,1416,1157,1454,2152,1178,726,361,2714,83,1438,2457,511,706,271,650,2541,2368,2431,1526,2209,1264,631,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,2454,2056,1401,1436,1026,1616,2171,328,514,1026,2158,1016,469,1337,643,1496,2714,1959,610,581,328,1231,1989,2571,1454,2209,1757,179,1231,2824,1084,1739,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,2781,610,643,1548,1461,2296,2132,224,1236,2024,1352,1575,2714,1311,1739,2714,1269,1708,509,2209,1471,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,422,328,318,2169,1427,1516,351,469,448,1454,2373,2481,1454,328,514,2193,726,1437,1345,2209,1228,107,21,469,2209,2146,2251,318,2209,2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,958,1194,1108,553,610,1603,328,2056,2728,1566,1454,892,4,1004,2395,2714,2649,1105,469,2209,1352,1575,469,2209,51,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,726,374,941,610,2605,432,2463,1708,766,549,1201,1708,2724,1148,2056,2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,915,259,1496,2714,156,2457,840,271,2171,2289,1454,771,2581,2714,572,225,318,127,119,1575,2660,2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,482,1703,714,2209,546,2089,2171,2209,792,1653,2160,2209,72,760,2171,1749,581,1931,726,1845,2239,2714,610,1437,2209,791,318,2209,1571,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,2454,2124,1236,530,610,2209,2300,469,1708,2306,2408,422,2323,2368,636,1526,2209,730,1231,1715,2720,514,921,2271,726,631,1341,1454,2209,1469,469,2071,775,2056,2379,1845,365,820,1526,1125,636,2714,1236,2211,565,2469,610,2306,2408,37,2714,2269,2496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2705,2209,730,63,443,1236,1396,848,469,1337,2714,2528,2209,1228,2365,2171,328,318,2209,2748,536,1454,2557,2679,1611,2209,1554,136,318,1820,2714,2209,1554,136,318,2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1026,2544,318,2748,2473,2171,2209,992,926,730,1264,749,63,610,1026,573,1638,318,2209,581,760,567,1086,2383,514,1026,2158,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,2507,318,1708,211,426,2517,2571,66,920,1286,429,2227,2507,318,1394,1708,2724,1418,1086,2383,443,963,469,195,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,2071,1708,726,1125,1274,2407,1512,2005,271,1454,797,668,1036,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,1236,594,1627,469,2209,573,1775,2071,2231,2171,2373,2507,318,1708,211,1972,330,2020,443,1413,1454,487,1724,805,567,1345,237,509,2209,51,992,2302,643,534,1236,54,2655,2209,2070,2567,1538,2574,1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,996,2498,2209,432,132,2209,546,2171,581,1931,21,2239,2714,2579,2073,853,509,2209,883,1743,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,2222,2714,2209,546,2171,1749,807,567,2567,21,492,2714,2209,2426,1821,2209,72,972,610,2114,2748,1842,287,2473,726,500,2471,2714,971,2209,2840,2270,2050,1450,440,2209,2426,2222,2714,2209,546,318,581,1931,567,2567,21,2368,2345,1526,469,958,2691,1821,2209,2188,432,1345,1595,581,766,1454,2209,2701,1575,2304,469,2209,2092,2120,1454,916,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,961,1454,1234,1708,567,345,2714,691,2571,2249,626,2307,21,2209,1286,558,416,2475,2307,567,1548,2714,2408,2766,66,1294,2714,203,2714,229,200,2662,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,2769,318,1333,271,2171,1724,805,2209,515,2135,179,2171,1724,1052,1322,726,2166,2776,2171,2541,318,2209,992,1454,2010,2714,831,1724,805,1952,291,2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,2056,2669,1236,1086,66,549,196,2714,668,2209,1757,179,1454,1352,1576,723,2714,2408,2546,780,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1026,2544,318,2209,581,67,1454,760,2160,2454,2124,610,2209,581,22,236,514,2209,2751,2160,2395,2714,1236,381,2368,1351,760,2463,957,1708,1454,581,328,1526,643,2056,1839,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,606,726,2124,610,422,328,469,1576,1332,426,2297,2209,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,1398,610,2209,39,2714,2209,2652,2395,2714,1236,1343,1436,1440,469,345,328,318,1157,1454,2152,807,66,266,610,2152,1178,328,726,561,2714,2408,1236,54,1269,1526,546,1512,2209,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,195,505,469,1036,2040,1159,2714,1236,1516,601,318,2209,2399,2613,2209,1593,1749,1454,2209,1222,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,2209,2680,2758,318,2386,805,567,500,236,2442,271,1437,2209,429,195,1141,726,549,21,1516,1236,1541,210,224,2209,649,469,2209,2040,318,1289,2184,783,805,509,2209,51,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,63,610,2209,2216,318,2209,2840,1231,688,797,443,2209,1852,318,2209,769,1454,610,2209,1509,1606,1203,2106,1231,203,2714,987,443,581,1931,1194,1454,1708,469,2209,2166,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,1004,15,610,2285,1036,2040,1815,509,2209,51,992,1454,892,2484,2040,1004,421,161,610,567,561,2714,1166,1582,1708,1437,2209,1775,853,751,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,2593,630,1286,1785,2640,383,846,344,1454,1236,1333,853,318,915,415,567,2567,21,2351,137,443,209,1454,2247,751,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2209,2206,318,2475,2544,1146,2454,409,610,1026,1487,318,2152,1178,328,726,381,2368,226,1526,610,318,2209,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,482,1703,714,2209,581,546,2089,1512,2209,996,2171,2209,792,1653,2160,1749,807,328,726,1401,2407,381,469,2209,2166,1392,569,1821,2209,1250,1241,1577,610,2543,575,1346,443,792,837,1454,2209,1748,658,1611,562,856,2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,224,287,2473,980,2714,2408,2159,626,2307,1526,2475,2307,2209,996,361,610,1749,807,328,1231,549,809,2584,775,469,2152,1178,469,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1424,2714,1595,581,1931,2056,797,887,2701,2647,1454,638,2209,1800,318,1836,2714,1910,2641,2340,1454,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,856,2200,2020,2278,1454,1582,2438,2178,1455,443,420,469,429,318,2386,1688,224,975,170,2040,469,2209,2329,1426,895,2368,1526,1414,2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,2209,730,684,2100,2714,2064,469,581,766,21,1445,2714,166,2579,1799,2714,1513,2071,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,409,610,93,287,1074,1332,78,2714,2408,1236,1914,1986,2714,1047,1680,2748,2473,469,2209,992,1677,926,2488,581,1931,726,561,2714,920,200,2209,1107,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,469,2209,1487,318,429,1264,2209,760,2171,957,581,1931,1454,2071,2296,534,1093,1546,1454,1266,2209,1290,1454,2650,318,2719,2473,1979,726,2704,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,2454,1496,2714,674,2209,2222,2714,1708,21,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,2171,535,469,1721,2395,2714,1438,1236,1343,1995,318,1178,328,1611,2579,1054,107,469,2209,2146,2251,318,2209,2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,97,318,2209,2748,536,684,203,2714,2408,703,469,2209,2622,318,221,2295,2071,853,1500,11,469,1026,95,1454,161,469,2209,2840,1454,2701,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2732,2209,1827,1951,1047,1336,334,1902,2306,405,1047,1455,530,318,106,443,2209,892,1951,2209,1286,853,318,1392,1468,469,195,2618,469,2715,2835,975,1415,294,1722,2209,2511,318,2209,2789,318,2209,334,1902,21,1047,1633,318,2719,581,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1900,2231,318,2209,2746,1953,2499,318,2209,2613,2615,2298,2,2474,509,2209,51,992,1220,2209,1961,469,1910,2641,1785,2640,1575,2724,610,1910,2641,2696,260,726,2264,2368,561,1454,2746,2835,975,1979,1454,2487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,1269,2269,1454,892,2496,2056,2209,2152,2714,544,2714,1708,1510,1234,1708,2056,2379,2562,1286,469,2209,369,2211,1731,1454,1394,1708,2724,534,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2209,730,2213,2714,1198,2714,779,2473,1916,606,684,7,1236,1253,2328,210,224,2579,1316,1833,318,230,1194,1454,1708,318,2662,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,1775,2040,1455,469,1721,1454,448,1437,1345,2209,2284,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,892,2507,318,1352,628,2209,1352,2002,284,179,1454,2209,989,318,1944,2617,1454,1186,2154,2715,791,2171,581,2681,2368,1343,86,1454,892,4,318,1352,271,2531,21,2640,318,1405,1454,2079,534,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2454,2230,610,2209,730,315,290,2714,7,574,2608,469,1202,1916,1922,2209,1788,443,581,1931,1239,1236,2188,853,318,347,610,581,328,726,1516,196,2714,2270,1236,374,1436,2149,2714,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,109,2481,2209,1264,346,610,1172,328,469,706,271,315,606,2403,1231,203,2714,2584,2209,351,318,2152,1178,1454,1512,2657,93,1510,443,1883,1341,1352,974,1231,1437,1873,2437,2800,1893,159,610,1231,656,2209,581,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,730,1004,2124,469,792,610,2302,1178,2056,1496,2714,293,1437,1236,1660,107,2449,1405,2056,1490,1454,775,469,1234,1775,2040,567,552,1454,1548,2714,920,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,2622,318,2386,1774,21,500,21,1496,834,318,552,1708,2296,2454,749,63,610,1236,1692,2328,2714,1261,2719,1850,2714,2209,1256,1014,2171,2209,1250,2472,179,534,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,2470,318,2454,2395,2714,2209,2824,469,1836,686,2714,2562,1286,2070,1512,2570,2235,1827,318,2386,2454,2124,2209,530,318,2125,1236,1544,1961,469,686,2635,2306,426,99,1384,2171,706,271,2323,1236,1068,318,2209,2824,469,686,2635,2306,656,2701,1500,509,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2209,46,1731,1187,469,2373,2040,318,1775,447,892,1526,1987,1454,2269,1455,1512,1236,2448,1927,1939,1526,469,2209,2307,1839,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,2209,996,1496,2714,546,610,1749,807,328,1231,1989,2571,1438,1084,469,1350,1454,49,1974,1512,1680,2748,2473,1417,1836,2647,1454,504,469,1775,1454,218,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,2056,2379,2228,318,1216,2302,2209,195,1627,469,2285,1036,1454,731,2040,1231,1111,2571,1708,1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2738,2628,2056,2379,1660,443,2027,469,195,1731,1454,2209,1757,179,2056,534,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2640,318,328,567,2132,224,2365,2171,2209,2110,179,318,1757,318,1247,2714,1853,2474,469,2209,1554,136,318,1863,1454,1314,2714,1853,2474,469,2209,1554,136,318,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,1026,2544,318,85,1551,1345,2209,1256,1250,2472,179,1236,2211,1264,2262,610,1369,2209,1757,998,2714,1700,2474,2306,1335,1778,2209,1281,1969,2714,2360,2209,1256,1250,2472,179,1286,2171,1047,2768,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,2507,318,1708,211,920,1286,2227,2507,318,1394,1708,2724,1418,1086,2383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,2124,610,2209,2840,2056,2142,2209,2449,2307,224,1599,1061,1454,1093,2211,2508,610,328,726,591,1611,55,2581,2714,2408,1047,1304,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,1346,318,1269,2269,2040,443,1749,1881,726,561,2595,1388,1775,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,1836,1496,2714,1627,1437,1236,1730,107,224,2239,328,2640,1658,1836,2150,2333,1454,675,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1641,523,2262,610,1321,726,20,2714,1438,1236,2211,2509,2209,2625,1116,318,2209,1066,469,170,1575,2040,1454,1016,318,422,1194,1454,2808,328,2262,1873,1967,469,2688,1931,1437,1873,2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
